Entity,Code,Day,total_vaccinations_per_hundred
North America,,2021-03-25,27.86
North America,,2021-03-26,28.57
North America,,2021-03-27,29.06
North America,,2021-03-28,29.31
North America,,2021-03-29,29.86
North America,,2021-03-30,30.57
North America,,2021-03-31,31.38
North America,,2021-04-01,32.19
North America,,2021-04-02,32.96
North America,,2021-04-03,33.43
North America,,2021-04-04,33.59
North America,,2021-04-05,34.18
North America,,2021-04-06,34.97
North America,,2021-04-07,35.81
North America,,2021-04-08,36.7
North America,,2021-04-09,37.53
North America,,2021-04-10,38.1
North America,,2021-04-11,38.41
North America,,2021-04-12,39.05
North America,,2021-04-13,39.82
North America,,2021-04-14,40.69
North America,,2021-04-15,41.47
North America,,2021-04-16,42.23
North America,,2021-04-17,42.72
North America,,2021-04-18,42.98
North America,,2021-04-19,43.52
North America,,2021-04-20,44.18
North America,,2021-04-21,44.9
North America,,2021-04-22,45.62
North America,,2021-04-23,46.3
North America,,2021-04-24,46.76
North America,,2021-04-25,47.03
North America,,2021-04-26,47.54
North America,,2021-04-27,48.09
North America,,2021-04-28,48.78
North America,,2021-04-29,49.41
North America,,2021-04-30,50.02
North America,,2021-05-01,50.42
North America,,2021-05-02,50.63
North America,,2021-05-03,51.09
North America,,2021-05-04,51.66
North America,,2021-05-05,52.26
North America,,2021-05-06,52.86
North America,,2021-05-07,53.46
North America,,2021-05-08,53.81
North America,,2021-05-09,53.99
North America,,2021-05-10,54.36
North America,,2021-05-11,54.84
North America,,2021-05-12,55.34
North America,,2021-05-13,55.9
North America,,2021-05-14,56.42
North America,,2021-05-15,56.81
North America,,2021-05-16,57.16
North America,,2021-05-17,57.59
North America,,2021-05-18,58.05
North America,,2021-05-19,58.64
North America,,2021-05-20,59.2
North America,,2021-05-21,59.78
North America,,2021-05-22,60.19
North America,,2021-05-23,60.43
North America,,2021-05-24,60.8
North America,,2021-05-25,61.18
North America,,2021-05-26,61.63
North America,,2021-05-27,61.95
North America,,2021-05-28,62.53
North America,,2021-05-29,62.83
North America,,2021-05-30,63.04
North America,,2021-05-31,63.55
North America,,2021-06-01,64.01
North America,,2021-06-02,64.47
North America,,2021-06-03,64.99
North America,,2021-06-04,65.52
North America,,2021-06-05,65.92
North America,,2021-06-06,66.1
North America,,2021-06-07,66.5
North America,,2021-06-08,66.89
North America,,2021-06-09,67.4
North America,,2021-06-10,67.78
North America,,2021-06-11,68.23
North America,,2021-06-12,68.54
North America,,2021-06-13,68.75
North America,,2021-06-14,69.12
North America,,2021-06-15,69.51
North America,,2021-06-16,69.88
North America,,2021-06-17,70.27
North America,,2021-06-18,70.67
North America,,2021-06-19,70.95
North America,,2021-06-20,71.14
North America,,2021-06-21,71.43
North America,,2021-06-22,71.84
North America,,2021-06-23,72.23
North America,,2021-06-24,72.6
North America,,2021-06-25,72.99
North America,,2021-06-26,73.23
North America,,2021-06-27,73.39
North America,,2021-06-28,73.74
North America,,2021-06-29,74.11
North America,,2021-06-30,74.49
North America,,2021-07-01,74.84
North America,,2021-07-02,75.19
North America,,2021-07-03,75.38
North America,,2021-07-04,75.52
North America,,2021-07-05,75.82
North America,,2021-07-06,76.18
North America,,2021-07-07,76.56
North America,,2021-07-08,76.94
North America,,2021-07-09,77.3
North America,,2021-07-10,77.52
North America,,2021-07-11,77.65
North America,,2021-07-12,77.97
North America,,2021-07-13,78.31
North America,,2021-07-14,78.64
North America,,2021-07-15,78.96
North America,,2021-07-16,79.35
North America,,2021-07-17,79.55
North America,,2021-07-18,79.71
North America,,2021-07-19,79.99
North America,,2021-07-20,80.3
North America,,2021-07-21,80.68
North America,,2021-07-22,81.08
North America,,2021-07-23,81.58
North America,,2021-07-24,81.95
North America,,2021-07-25,82.23
North America,,2021-07-26,82.62
North America,,2021-07-27,83.02
North America,,2021-07-28,83.48
North America,,2021-07-29,83.88
North America,,2021-07-30,84.41
North America,,2021-07-31,84.76
North America,,2021-08-01,85.04
North America,,2021-08-02,85.29
North America,,2021-08-03,85.66
North America,,2021-08-04,86.01
North America,,2021-08-05,86.4
North America,,2021-08-06,86.79
North America,,2021-08-07,86.93
North America,,2021-08-08,87.23
North America,,2021-08-09,87.56
North America,,2021-08-10,87.84
North America,,2021-08-11,88.11
North America,,2021-08-12,88.49
North America,,2021-08-13,88.92
North America,,2021-08-14,89.26
North America,,2021-08-15,89.62
North America,,2021-08-16,89.99
North America,,2021-08-17,90.31
North America,,2021-08-18,90.73
North America,,2021-08-19,91.07
North America,,2021-08-20,91.44
North America,,2021-08-21,91.67
North America,,2021-08-22,91.9
North America,,2021-08-23,92.19
North America,,2021-08-24,92.51
North America,,2021-08-25,93.14
North America,,2021-08-26,93.51
North America,,2021-08-27,93.95
North America,,2021-08-28,94.24
North America,,2021-08-29,94.54
North America,,2021-08-30,94.86
North America,,2021-08-31,95.18
North America,,2021-09-01,95.49
North America,,2021-09-02,95.78
North America,,2021-09-03,96.06
North America,,2021-09-04,96.35
North America,,2021-09-05,96.55
North America,,2021-09-06,96.72
North America,,2021-09-07,97.09
North America,,2021-09-08,97.36
North America,,2021-09-09,97.82
North America,,2021-09-10,98.42
North America,,2021-09-11,98.73
North America,,2021-09-12,98.98
North America,,2021-09-13,99.3
North America,,2021-09-14,99.63
North America,,2021-09-15,99.98
North America,,2021-09-16,100.3
North America,,2021-09-17,100.58
North America,,2021-09-18,100.85
North America,,2021-09-19,101.09
North America,,2021-09-20,101.5
North America,,2021-09-21,101.79
North America,,2021-09-22,102.13
North America,,2021-09-23,102.47
North America,,2021-09-24,102.88
North America,,2021-09-25,103.15
North America,,2021-09-26,103.33
North America,,2021-09-27,103.68
North America,,2021-09-28,104.03
North America,,2021-09-29,104.42
North America,,2021-09-30,104.83
North America,,2021-10-01,105.23
North America,,2021-10-02,105.47
North America,,2021-10-03,105.58
North America,,2021-10-04,105.99
North America,,2021-10-05,106.24
North America,,2021-10-06,106.83
North America,,2021-10-07,107.21
North America,,2021-10-08,107.67
North America,,2021-10-09,107.92
North America,,2021-10-10,108.11
North America,,2021-10-11,108.38
North America,,2021-10-12,108.71
North America,,2021-10-13,108.95
North America,,2021-10-14,109.37
North America,,2021-10-15,109.68
North America,,2021-10-16,109.83
North America,,2021-10-17,110.2
North America,,2021-10-18,110.74
North America,,2021-10-19,111.06
North America,,2021-10-20,111.32
North America,,2021-10-21,111.6
North America,,2021-10-22,112.07
North America,,2021-10-23,112.33
North America,,2021-10-24,112.55
North America,,2021-10-25,112.97
North America,,2021-10-26,113.54
North America,,2021-10-27,113.85
North America,,2021-10-28,114.18
North America,,2021-10-29,114.84
North America,,2021-10-30,116.21
North America,,2021-10-31,116.35
North America,,2021-11-01,116.72
North America,,2021-11-02,117.01
North America,,2021-11-03,117.35
North America,,2021-11-04,117.73
North America,,2021-11-05,118.26
North America,,2021-11-06,118.47
North America,,2021-11-07,118.81
North America,,2021-11-08,119.15
North America,,2021-11-09,119.48
North America,,2021-11-10,119.93
North America,,2021-11-11,120.31
North America,,2021-11-12,120.76
North America,,2021-11-13,121.01
North America,,2021-11-14,121.25
North America,,2021-11-15,121.6
North America,,2021-11-16,121.94
North America,,2021-11-17,122.3
North America,,2021-11-18,122.67
North America,,2021-11-19,123.85
North America,,2021-11-20,124.17
North America,,2021-11-21,124.35
North America,,2021-11-22,124.74
North America,,2021-11-23,125.07
North America,,2021-11-24,125.39
North America,,2021-11-25,125.46
North America,,2021-11-26,125.76
North America,,2021-11-27,126.01
North America,,2021-11-28,126.18
North America,,2021-11-29,126.55
North America,,2021-11-30,126.96
North America,,2021-12-01,127.46
North America,,2021-12-02,127.94
North America,,2021-12-03,128.69
North America,,2021-12-04,128.98
North America,,2021-12-05,129.33
North America,,2021-12-06,129.7
North America,,2021-12-07,130.08
North America,,2021-12-08,130.65
North America,,2021-12-09,131.1
North America,,2021-12-10,131.55
North America,,2021-12-11,132.02
North America,,2021-12-12,132.22
North America,,2021-12-13,132.6
North America,,2021-12-14,132.95
North America,,2021-12-15,133.62
North America,,2021-12-16,134.15
North America,,2021-12-17,134.56
North America,,2021-12-18,134.8
North America,,2021-12-19,135.28
North America,,2021-12-20,136.81
North America,,2021-12-21,137.28
North America,,2021-12-22,137.72
North America,,2021-12-23,138.07
North America,,2021-12-24,138.22
North America,,2021-12-25,138.27
North America,,2021-12-26,138.38
North America,,2021-12-27,138.69
North America,,2021-12-28,139.1
North America,,2021-12-29,139.62
North America,,2021-12-30,140.05
North America,,2021-12-31,140.24
North America,,2022-01-01,140.31
North America,,2022-01-02,140.4
North America,,2022-01-03,140.66
North America,,2022-01-04,141.08
North America,,2022-01-05,141.46
North America,,2022-01-06,141.92
North America,,2022-01-07,142.4
North America,,2022-01-08,142.88
North America,,2022-01-09,143.15
North America,,2022-01-10,143.51
North America,,2022-01-11,143.89
North America,,2022-01-12,144.26
North America,,2022-01-13,144.84
North America,,2022-01-14,145.38
North America,,2022-01-15,145.74
North America,,2022-01-16,145.97
North America,,2022-01-17,146.24
North America,,2022-01-18,146.59
North America,,2022-01-19,147.02
North America,,2022-01-20,147.44
North America,,2022-01-21,147.9
North America,,2022-01-22,148.07
North America,,2022-01-23,148.53
North America,,2022-01-24,148.8
North America,,2022-01-25,149.15
North America,,2022-01-26,149.49
North America,,2022-01-27,150.18
North America,,2022-01-28,150.42
North America,,2022-01-29,150.56
North America,,2022-01-30,150.79
North America,,2022-01-31,151.03
North America,,2022-02-01,151.24
North America,,2022-02-02,151.54
North America,,2022-02-03,151.83
North America,,2022-02-04,152.2
North America,,2022-02-05,152.31
North America,,2022-02-06,152.58
North America,,2022-02-07,152.74
North America,,2022-02-08,152.88
North America,,2022-02-09,153.08
North America,,2022-02-10,153.3
North America,,2022-02-11,153.62
North America,,2022-02-12,153.81
North America,,2022-02-13,153.94
North America,,2022-02-14,154.08
North America,,2022-02-15,154.25
North America,,2022-02-16,154.5
North America,,2022-02-17,154.78
North America,,2022-02-18,155.16
North America,,2022-02-19,155.22
North America,,2022-02-20,155.57
North America,,2022-02-21,155.74
North America,,2022-02-22,155.83
North America,,2022-02-23,156.15
North America,,2022-02-24,156.36
North America,,2022-02-25,156.56
North America,,2022-02-26,156.61
North America,,2022-02-27,156.93
North America,,2022-02-28,157.16
North America,,2022-03-01,157.26
North America,,2022-03-02,157.41
North America,,2022-03-03,157.52
North America,,2022-03-04,157.66
North America,,2022-03-05,157.7
North America,,2022-03-06,157.81
North America,,2022-03-07,157.9
North America,,2022-03-08,158.01
North America,,2022-03-09,158.16
North America,,2022-03-10,158.31
North America,,2022-03-11,158.43
North America,,2022-03-12,158.68
North America,,2022-03-13,158.7
North America,,2022-03-14,158.85
North America,,2022-03-15,158.94
North America,,2022-03-16,159.07
North America,,2022-03-17,159.2
North America,,2022-03-18,159.36
North America,,2022-03-19,159.39
North America,,2022-03-20,159.51
North America,,2022-03-21,159.56
North America,,2022-03-22,159.65
North America,,2022-03-23,159.79
North America,,2022-03-24,159.83
North America,,2022-03-25,160.05
North America,,2022-03-26,160.14
North America,,2022-03-27,160.18
North America,,2022-03-28,160.26
North America,,2022-03-29,160.54
North America,,2022-03-30,160.67
North America,,2022-03-31,160.77
North America,,2022-04-01,161.01
North America,,2022-04-02,161.07
North America,,2022-04-03,161.11
North America,,2022-04-04,161.24
North America,,2022-04-05,161.35
North America,,2022-04-06,161.45
North America,,2022-04-07,161.56
North America,,2022-04-08,161.76
North America,,2022-04-09,161.83
North America,,2022-04-10,161.87
North America,,2022-04-11,162
North America,,2022-04-12,162.11
North America,,2022-04-13,162.67
North America,,2022-04-14,162.78
North America,,2022-04-15,162.97
North America,,2022-04-16,163.02
North America,,2022-04-17,163.2
North America,,2022-04-18,163.32
North America,,2022-04-19,163.42
North America,,2022-04-20,163.68
North America,,2022-04-21,163.9
North America,,2022-04-22,164.12
North America,,2022-04-23,164.18
North America,,2022-04-24,164.35
North America,,2022-04-25,164.47
North America,,2022-04-26,164.57
North America,,2022-04-27,164.67
North America,,2022-04-28,164.77
North America,,2022-04-29,165
North America,,2022-04-30,165.06
North America,,2022-05-01,165.09
North America,,2022-05-02,165.17
North America,,2022-05-03,165.27
North America,,2022-05-04,165.38
North America,,2022-05-05,165.49
North America,,2022-05-06,166.37
North America,,2022-05-07,166.42
North America,,2022-05-08,166.44
North America,,2022-05-09,166.52
North America,,2022-05-10,166.61
North America,,2022-05-11,166.7
North America,,2022-05-12,166.8
North America,,2022-05-13,167.56
North America,,2022-05-14,167.61
North America,,2022-05-15,167.64
North America,,2022-05-16,167.93
North America,,2022-05-17,168.03
North America,,2022-05-18,168.11
North America,,2022-05-19,168.21
North America,,2022-05-20,168.41
North America,,2022-05-21,168.46
North America,,2022-05-22,168.5
North America,,2022-05-23,168.59
North America,,2022-05-24,168.68
North America,,2022-05-25,168.77
North America,,2022-05-26,168.88
North America,,2022-05-27,169
North America,,2022-05-28,169.07
North America,,2022-05-29,169.1
North America,,2022-05-30,169.11
North America,,2022-05-31,169.2
North America,,2022-06-01,169.28
North America,,2022-06-02,169.38
North America,,2022-06-03,169.82
North America,,2022-06-04,169.86
North America,,2022-06-05,169.89
North America,,2022-06-06,169.94
North America,,2022-06-07,170.01
North America,,2022-06-08,170.13
North America,,2022-06-09,170.2
North America,,2022-06-10,170.34
North America,,2022-06-11,170.39
North America,,2022-06-12,170.41
North America,,2022-06-13,170.46
North America,,2022-06-14,170.52
North America,,2022-06-15,170.63
North America,,2022-06-16,170.71
North America,,2022-06-17,170.88
North America,,2022-06-18,170.91
North America,,2022-06-19,170.92
North America,,2022-06-20,170.97
North America,,2022-06-21,171.03
North America,,2022-06-22,171.14
North America,,2022-06-23,171.21
North America,,2022-06-24,171.32
North America,,2022-06-25,171.35
North America,,2022-06-26,171.37
North America,,2022-06-27,171.42
North America,,2022-06-28,171.47
North America,,2022-06-29,171.54
North America,,2022-06-30,171.62
North America,,2022-07-01,171.7
North America,,2022-07-02,171.72
North America,,2022-07-03,171.73
North America,,2022-07-04,171.74
North America,,2022-07-05,171.79
North America,,2022-07-06,171.84
North America,,2022-07-07,171.94
North America,,2022-07-08,172.12
North America,,2022-07-09,172.15
North America,,2022-07-10,172.17
North America,,2022-07-11,172.22
North America,,2022-07-12,172.28
North America,,2022-07-13,172.37
North America,,2022-07-14,172.44
North America,,2022-07-15,172.63
North America,,2022-07-16,172.67
North America,,2022-07-17,172.7
North America,,2022-07-18,172.76
North America,,2022-07-19,172.84
North America,,2022-07-20,172.92
North America,,2022-07-21,173
North America,,2022-07-22,173.11
North America,,2022-07-23,173.16
North America,,2022-07-24,173.18
North America,,2022-07-25,173.24
North America,,2022-07-26,173.33
North America,,2022-07-27,173.44
North America,,2022-07-28,173.51
North America,,2022-07-29,173.61
North America,,2022-07-30,173.64
North America,,2022-07-31,173.65
North America,,2022-08-01,173.72
North America,,2022-08-02,173.77
North America,,2022-08-03,173.86
North America,,2022-08-04,173.93
North America,,2022-08-05,174.07
North America,,2022-08-06,174.11
North America,,2022-08-07,174.12
North America,,2022-08-08,174.18
North America,,2022-08-09,174.24
North America,,2022-08-10,174.29
North America,,2022-08-11,174.37
North America,,2022-08-12,174.47
North America,,2022-08-13,174.5
North America,,2022-08-14,174.52
North America,,2022-08-15,174.56
North America,,2022-08-16,174.61
North America,,2022-08-17,174.69
North America,,2022-08-18,174.76
North America,,2022-08-19,174.87
North America,,2022-08-20,174.89
North America,,2022-08-21,174.91
North America,,2022-08-22,174.95
North America,,2022-08-23,174.99
North America,,2022-08-24,175.06
North America,,2022-08-25,175.1
North America,,2022-08-26,175.19
North America,,2022-08-27,175.21
North America,,2022-08-28,175.22
North America,,2022-08-29,175.26
North America,,2022-08-30,175.3
North America,,2022-08-31,175.34
North America,,2022-09-01,175.37
North America,,2022-09-02,175.45
North America,,2022-09-03,175.49
North America,,2022-09-04,175.5
North America,,2022-09-05,175.52
North America,,2022-09-06,175.56
North America,,2022-09-07,175.64
North America,,2022-09-08,175.73
North America,,2022-09-09,175.89
North America,,2022-09-10,175.95
North America,,2022-09-11,175.99
North America,,2022-09-12,176.09
North America,,2022-09-13,176.19
North America,,2022-09-14,176.3
North America,,2022-09-15,176.41
North America,,2022-09-16,176.6
North America,,2022-09-17,176.67
North America,,2022-09-18,176.71
North America,,2022-09-19,176.82
North America,,2022-09-20,176.94
North America,,2022-09-21,177.07
North America,,2022-09-22,177.2
North America,,2022-09-23,177.36
North America,,2022-09-24,177.43
North America,,2022-09-25,177.48
North America,,2022-09-26,177.61
North America,,2022-09-27,177.74
North America,,2022-09-28,177.88
North America,,2022-09-29,178.04
North America,,2022-09-30,178.22
North America,,2022-10-01,178.29
North America,,2022-10-02,178.35
North America,,2022-10-03,178.49
North America,,2022-10-04,178.62
North America,,2022-10-05,178.76
North America,,2022-10-06,178.93
North America,,2022-10-07,181.38
North America,,2022-10-08,181.47
North America,,2022-10-09,181.51
North America,,2022-10-10,181.64
North America,,2022-10-11,181.77
North America,,2022-10-12,181.93
North America,,2022-10-13,182.11
North America,,2022-10-14,182.3
North America,,2022-10-15,182.37
North America,,2022-10-16,182.41
North America,,2022-10-17,182.55
North America,,2022-10-18,182.68
North America,,2022-10-19,182.84
North America,,2022-10-20,183
North America,,2022-10-21,183.2
North America,,2022-10-22,183.27
North America,,2022-10-23,183.31
North America,,2022-10-24,183.45
North America,,2022-10-25,183.59
North America,,2022-10-26,183.75
North America,,2022-10-27,183.93
North America,,2022-10-28,184.24
North America,,2022-10-29,184.32
North America,,2022-10-30,184.35
North America,,2022-10-31,184.47
North America,,2022-11-01,184.59
North America,,2022-11-02,184.72
North America,,2022-11-03,184.87
North America,,2022-11-04,185.02
North America,,2022-11-05,185.09
North America,,2022-11-06,185.12
North America,,2022-11-07,185.23
North America,,2022-11-08,185.33
North America,,2022-11-09,185.44
North America,,2022-11-10,185.57
North America,,2022-11-11,185.71
North America,,2022-11-12,185.77
North America,,2022-11-13,185.8
North America,,2022-11-14,185.89
North America,,2022-11-15,186
North America,,2022-11-16,186.12
North America,,2022-11-17,186.23
North America,,2022-11-18,186.35
North America,,2022-11-19,186.4
North America,,2022-11-20,186.43
North America,,2022-11-21,186.52
North America,,2022-11-22,186.6
North America,,2022-11-23,186.68
North America,,2022-11-24,186.71
North America,,2022-11-25,186.77
North America,,2022-11-26,186.81
North America,,2022-11-27,186.83
North America,,2022-11-28,186.89
North America,,2022-11-29,186.96
North America,,2022-11-30,187.05
North America,,2022-12-01,187.14
North America,,2022-12-02,187.29
North America,,2022-12-03,187.33
North America,,2022-12-04,187.35
North America,,2022-12-05,187.42
North America,,2022-12-06,187.49
North America,,2022-12-07,187.57
North America,,2022-12-08,187.65
North America,,2022-12-09,187.74
North America,,2022-12-10,187.78
North America,,2022-12-11,187.8
North America,,2022-12-12,187.87
North America,,2022-12-13,187.93
North America,,2022-12-14,187.99
North America,,2022-12-15,188.05
North America,,2022-12-16,188.17
North America,,2022-12-17,188.21
North America,,2022-12-18,188.23
North America,,2022-12-19,188.31
North America,,2022-12-20,188.36
North America,,2022-12-21,188.43
North America,,2022-12-22,188.5
North America,,2022-12-23,188.53
North America,,2022-12-24,188.54
North America,,2022-12-25,188.54
North America,,2022-12-26,188.56
North America,,2022-12-27,188.6
North America,,2022-12-28,188.65
North America,,2022-12-29,188.7
North America,,2022-12-30,188.75
North America,,2022-12-31,188.76
North America,,2023-01-01,188.76
North America,,2023-01-02,188.78
North America,,2023-01-03,188.83
North America,,2023-01-04,188.87
North America,,2023-01-05,188.92
North America,,2023-01-06,189
North America,,2023-01-07,189.03
North America,,2023-01-08,189.05
North America,,2023-01-09,189.09
North America,,2023-01-10,189.13
North America,,2023-01-11,189.18
North America,,2023-01-12,189.24
North America,,2023-01-13,189.28
North America,,2023-01-14,189.3
North America,,2023-01-15,189.32
North America,,2023-01-16,189.34
North America,,2023-01-17,189.38
North America,,2023-01-18,189.41
North America,,2023-01-19,189.44
North America,,2023-01-20,189.5
North America,,2023-01-21,189.53
North America,,2023-01-22,189.54
North America,,2023-01-23,189.57
North America,,2023-01-24,189.6
North America,,2023-01-25,189.62
North America,,2023-01-26,189.66
North America,,2023-01-27,189.7
North America,,2023-01-28,189.71
North America,,2023-01-29,189.72
North America,,2023-01-30,189.74
North America,,2023-01-31,189.76
North America,,2023-02-01,189.79
North America,,2023-02-02,189.81
North America,,2023-02-03,189.84
North America,,2023-02-04,189.85
North America,,2023-02-05,189.86
North America,,2023-02-06,189.88
North America,,2023-02-07,189.89
North America,,2023-02-08,189.91
North America,,2023-02-09,189.93
North America,,2023-02-10,189.96
North America,,2023-02-11,189.97
North America,,2023-02-12,189.97
North America,,2023-02-13,189.98
North America,,2023-02-14,190
North America,,2023-02-15,190.01
North America,,2023-02-16,190.03
North America,,2023-02-17,190.05
North America,,2023-02-18,190.06
North America,,2023-02-19,190.06
North America,,2023-02-20,190.07
North America,,2023-02-21,190.09
North America,,2023-02-22,190.1
North America,,2023-02-23,190.12
North America,,2023-02-24,190.14
North America,,2023-02-25,190.14
North America,,2023-02-26,190.15
North America,,2023-02-27,190.16
North America,,2023-02-28,190.17
North America,,2023-03-01,190.19
North America,,2023-03-02,190.2
North America,,2023-03-03,190.71
North America,,2023-03-04,190.72
North America,,2023-03-05,190.72
North America,,2023-03-06,190.74
North America,,2023-03-07,190.75
North America,,2023-03-08,190.76
North America,,2023-03-09,190.77
North America,,2023-03-10,190.81
North America,,2023-03-11,190.82
North America,,2023-03-12,190.82
North America,,2023-03-13,190.83
North America,,2023-03-14,190.84
North America,,2023-03-15,190.86
North America,,2023-03-16,190.87
North America,,2023-03-17,190.89
North America,,2023-03-18,190.89
North America,,2023-03-19,190.89
North America,,2023-03-20,190.91
North America,,2023-03-21,190.92
North America,,2023-03-22,190.93
North America,,2023-03-23,190.94
North America,,2023-03-24,190.95
North America,,2023-03-25,190.96
North America,,2023-03-26,190.96
North America,,2023-03-27,190.97
North America,,2023-03-28,190.98
North America,,2023-03-29,190.99
North America,,2023-03-30,191.01
North America,,2023-03-31,191.07
North America,,2023-04-01,191.07
North America,,2023-04-02,191.08
North America,,2023-04-03,191.09
North America,,2023-04-04,191.1
North America,,2023-04-05,191.11
North America,,2023-04-06,191.11
North America,,2023-04-07,191.13
North America,,2023-04-08,191.14
North America,,2023-04-09,191.14
North America,,2023-04-10,191.15
North America,,2023-04-11,191.16
North America,,2023-04-12,191.17
North America,,2023-04-13,191.18
North America,,2023-04-14,191.19
North America,,2023-04-15,191.19
North America,,2023-04-16,191.19
North America,,2023-04-17,191.2
North America,,2023-04-18,191.21
North America,,2023-04-19,191.22
North America,,2023-04-20,191.23
North America,,2023-04-21,191.28
North America,,2023-04-22,191.29
North America,,2023-04-23,191.3
North America,,2023-04-24,191.31
North America,,2023-04-25,191.33
North America,,2023-04-26,191.34
North America,,2023-04-27,191.36
North America,,2023-04-28,191.38
North America,,2023-04-29,191.39
North America,,2023-04-30,191.39
North America,,2023-05-01,191.41
North America,,2023-05-02,191.43
North America,,2023-05-03,191.44
North America,,2023-05-04,191.46
North America,,2023-05-05,191.49
North America,,2023-05-06,191.5
North America,,2023-05-07,191.5
North America,,2023-05-08,191.51
North America,,2023-05-09,191.51
North America,,2023-05-10,191.51
North America,,2023-05-11,191.52
North America,,2023-05-12,191.53
North America,,2023-05-13,191.53
North America,,2023-05-14,191.53
North America,,2023-05-15,191.53
North America,,2023-05-16,191.55
North America,,2023-05-17,191.55
North America,,2023-05-18,191.55
North America,,2023-05-19,191.56
North America,,2023-05-20,191.57
North America,,2023-05-21,191.57
North America,,2023-05-22,191.58
North America,,2023-05-23,191.58
North America,,2023-05-24,191.58
North America,,2023-05-25,191.6
North America,,2023-05-26,191.61
North America,,2023-05-27,191.61
North America,,2023-05-28,191.61
North America,,2023-05-29,191.62
North America,,2023-05-30,191.63
North America,,2023-05-31,191.63
North America,,2023-06-01,191.64
North America,,2023-06-02,191.73
North America,,2023-06-03,191.73
North America,,2023-06-04,191.73
North America,,2023-06-05,191.73
North America,,2023-06-06,191.74
North America,,2023-06-07,191.74
North America,,2023-06-08,191.74
North America,,2023-06-09,191.75
North America,,2023-06-10,191.75
North America,,2023-06-11,191.75
North America,,2023-06-12,191.75
North America,,2023-06-13,191.76
North America,,2023-06-14,191.76
North America,,2023-06-15,191.77
North America,,2023-06-16,191.77
North America,,2023-06-17,191.77
North America,,2023-06-18,191.77
North America,,2023-06-19,191.78
North America,,2023-06-20,191.78
North America,,2023-06-21,191.78
North America,,2023-06-22,191.79
North America,,2023-06-23,191.79
North America,,2023-06-24,191.79
North America,,2023-06-25,191.79
North America,,2023-06-26,191.79
North America,,2023-06-27,191.79
North America,,2023-06-28,191.8
North America,,2023-06-29,191.8
North America,,2023-06-30,191.8
North America,,2023-07-01,191.8
North America,,2023-07-02,191.81
North America,,2023-07-03,191.81
North America,,2023-07-04,191.81
North America,,2023-07-05,191.81
North America,,2023-07-06,191.81
North America,,2023-07-07,191.81
North America,,2023-07-08,191.82
North America,,2023-07-09,191.82
North America,,2023-07-10,191.82
North America,,2023-07-11,191.82
North America,,2023-07-12,191.82
North America,,2023-07-13,191.82
North America,,2023-07-14,191.82
North America,,2023-07-15,191.82
North America,,2023-07-16,191.82
North America,,2023-07-17,191.82
North America,,2023-07-18,191.82
North America,,2023-07-19,191.82
North America,,2023-07-20,191.82
North America,,2023-07-21,191.82
North America,,2023-07-22,191.82
North America,,2023-07-23,191.82
North America,,2023-07-24,191.82
North America,,2023-07-25,191.82
North America,,2023-07-26,191.82
North America,,2023-07-27,191.82
North America,,2023-07-28,191.82
North America,,2023-07-29,191.82
North America,,2023-07-30,191.82
North America,,2023-07-31,191.82
North America,,2023-08-01,191.84
North America,,2023-08-02,191.84
North America,,2023-08-03,191.84
North America,,2023-08-04,191.84
North America,,2023-08-05,191.84
North America,,2023-08-06,191.84
North America,,2023-08-07,191.84
North America,,2023-08-08,191.84
North America,,2023-08-09,191.85
North America,,2023-08-10,191.85
North America,,2023-08-11,191.85
North America,,2023-08-12,191.85
North America,,2023-08-13,191.85
North America,,2023-08-14,191.85
North America,,2023-08-15,191.85
North America,,2023-08-16,191.85
North America,,2023-08-17,191.85
North America,,2023-08-18,191.85
North America,,2023-08-19,191.85
North America,,2023-08-20,191.86
North America,,2023-08-21,191.86
North America,,2023-08-22,191.86
North America,,2023-08-23,191.86
North America,,2023-08-24,191.86
North America,,2023-08-25,191.86
North America,,2023-08-26,191.86
North America,,2023-08-27,191.86
North America,,2023-08-28,191.86
North America,,2023-08-29,191.86
North America,,2023-08-30,191.86
North America,,2023-08-31,191.86
North America,,2023-09-01,191.86
North America,,2023-09-02,191.86
North America,,2023-09-03,191.86
North America,,2023-09-04,191.86
North America,,2023-09-05,191.86
North America,,2023-09-06,191.86
North America,,2023-09-07,191.86
North America,,2023-09-08,191.86
North America,,2023-09-09,191.86
North America,,2023-09-10,191.86
North America,,2023-09-11,191.86
North America,,2023-09-12,191.86
North America,,2023-09-13,191.86
North America,,2023-09-14,191.86
North America,,2023-09-15,191.86
North America,,2023-09-16,191.86
North America,,2023-09-17,191.86
North America,,2023-09-18,191.86
North America,,2023-09-19,191.86
North America,,2023-09-20,191.86
North America,,2023-09-21,191.86
North America,,2023-09-22,191.86
North America,,2023-09-23,191.86
North America,,2023-09-24,191.86
North America,,2023-09-25,191.86
North America,,2023-09-26,191.86
North America,,2023-09-27,191.86
North America,,2023-09-28,191.86
North America,,2023-09-29,191.86
North America,,2023-09-30,191.86
North America,,2023-10-01,191.86
North America,,2023-10-02,191.86
North America,,2023-10-03,191.86
North America,,2023-10-04,191.86
North America,,2023-10-05,191.86
North America,,2023-10-06,191.9
North America,,2023-10-07,191.9
North America,,2023-10-08,191.9
North America,,2023-10-09,191.9
North America,,2023-10-10,191.9
North America,,2023-10-11,191.9
North America,,2023-10-12,191.9
